"","activity","id","rectime","segment_num","language","dur_min","Dur10minval","AWCval","Time","Date","dur_10min","tcds_min"
"834","non-tcds","20227",10711,9,"english",7.64778333333333,600,307,17.55,"2013.06.02",10,2.35221666666667
"835","non-tcds","20227",8725,7,"english",4.0139,486,378,17.2,"2013.06.02",8.1,4.0861
"836","non-tcds","20227",17060,8,"english",1.27613333333333,600,309,8.25,"2013.06.03",10,8.72386666666667
"837","non-tcds","20227",1515,10,"english",5.9912,600,302,8.35,"2013.06.02",10,4.0088
"838","non-tcds","20227",16460,11,"english",2.8403,600,294,8.15,"2013.06.03",10,7.1597
"839","non-tcds","20233",34502,13,"english",1.68891666666667,600,524,18.3,"2013.06.05",10,8.31108333333333
"840","non-tcds","20233",33302,15,"english",5.20541666666667,600,431,18.1,"2013.06.05",10,4.79458333333333
"841","non-tcds","20233",27902,16,"english",6.2987,600,419,16.4,"2013.06.05",10,3.7013
"842","non-tcds","20233",36602,17,"english",6.17965,600,365,19.05,"2013.06.05",10,3.82035
"843","non-tcds","20233",32702,22,"english",8.15285,600,224,18,"2013.06.05",10,1.84715
"844","non-tcds","20233",40202,8,"english",3.79493333333333,600,628,20.05,"2013.06.05",10,6.20506666666667
"845","non-tcds","20236",27928,2,"english",5.01231666666667,600,578,19.25,"2013.06.10",10,4.98768333333333
"846","non-tcds","20236",632,3,"english",0.19408333333333,600,465,9,"2013.06.06",10,9.80591666666667
"847","non-tcds","20236",3332,4,"english",1.23688333333333,600,435,9.45,"2013.06.06",10,8.76311666666667
"848","non-tcds","20236",9932,6,"english",1.61846666666667,600,368,11.35,"2013.06.06",10,8.38153333333333
"849","non-tcds","20236",29428,7,"english",5.06698333333333,600,366,19.5,"2013.06.10",10,4.93301666666667
"850","non-tcds","20236",30628,8,"english",1.6295,600,339,20.1,"2013.06.10",10,8.3705
"851","non-tcds","20242",5097,1,"english",1.7263,600,880,9.5,"2013.05.30",10,8.2737
"852","non-tcds","20242",5697,3,"english",3.94333333333333,600,338,10,"2013.05.30",10,6.05666666666667
"853","non-tcds","20242",597,4,"english",4.85033333333333,600,251,8.35,"2013.05.30",10,5.14966666666667
"854","non-tcds","20242",12065,5,"english",5.914,600,230,14.4,"2013.05.30",10,4.086
"855","non-tcds","20242",9365,6,"english",8.04966666666666,600,187,13.55,"2013.05.30",10,1.95033333333334
"856","non-tcds","20242",16265,8,"english",6.28775,600,167,15.5,"2013.05.30",10,3.71225
"857","non-tcds","20251",26614,2,"english",1.16666666666667,600,955,16.35,"2013.06.05",10,8.83333333333333
"858","non-tcds","20251",10665,3,"english",0.23588333333333,600,923,10.1,"2013.06.05",10,9.76411666666667
"859","non-tcds","20251",20314,4,"english",4.81583333333333,600,831,14.5,"2013.06.05",10,5.18416666666667
"860","non-tcds","20251",6165,6,"english",0.0241666666666696,600,494,8.55,"2013.06.05",10,9.97583333333333
"861","non-tcds","20251",7065,7,"english",0.949250000000003,600,471,9.1,"2013.06.05",10,9.05075
"862","non-tcds","20251",34620,9,"english",0.38693333333334,600,431,6.3,"2013.06.10",10,9.61306666666666
"863","ac","7292",4378,12,"spanish",2.4485,600,447,17.1,"9.042014",10,2.65923333333333
"864","play","7292",4378,12,"spanish",0.210733333333333,600,447,17.1,"9.042014",10,2.65923333333333
"865","conv","7292",46290,1,"spanish",0.230983333333333,600,840,13.25,"9.092014",10,1.3277
"866","ac","7292",46290,1,"spanish",1.09671666666667,600,840,13.25,"9.092014",10,1.3277
"867","conv","7292",33782,20,"spanish",0.765916666666667,600,300,16,"9.082014",10,3.02773333333333
"868","food","7292",33782,20,"spanish",1.0358,600,300,16,"9.082014",10,3.02773333333333
"869","routines","7292",33782,20,"spanish",0.862883333333333,600,300,16,"9.082014",10,3.02773333333333
"870","ac","7292",33782,20,"spanish",0.363133333333333,600,300,16,"9.082014",10,3.02773333333333
"871","routines","7292",39990,3,"spanish",3.83028333333333,600,603,11.4,"9.092014",10,3.83028333333333
"872","ac","7292",8278,8,"spanish",0.10185,600,517,18.15,"9.042014",10,1.19843333333333
"873","conv","7292",8278,8,"spanish",1.09658333333333,600,517,18.15,"9.042014",10,1.19843333333333
"874","ac","7292",48090,9,"spanish",6.45625,600,509,13.55,"9.092014",10,6.45625
"875","ac","7352",19028,1,"spanish",0.0140833333333333,600,545,14.3,"8.112013",10,7.41758333333333
"876","food","7352",19028,1,"spanish",7.4035,600,545,14.3,"8.112013",10,7.41758333333333
"877","ac","7352",19628,2,"spanish",1.11408333333333,600,409,14.4,"8.112013",10,4.45851666666666
"878","food","7352",19628,2,"spanish",3.34443333333333,600,409,14.4,"8.112013",10,4.45851666666666
"879","ac","7352",29331,3,"spanish",0.594116666666667,600,386,19.05,"8.112013",10,8.75668333333333
"880","play","7352",29331,3,"spanish",0.794566666666667,600,386,19.05,"8.112013",10,8.75668333333333
"881","conv","7352",29331,3,"spanish",7.368,600,386,19.05,"8.112013",10,8.75668333333333
"882","ac","7352",34431,4,"spanish",2.47893333333333,600,380,20.3,"8.112013",10,7.19016666666666
"883","routines","7352",34431,4,"spanish",4.71123333333333,600,380,20.3,"8.112013",10,7.19016666666666
"884","ac","7352",10653,5,"spanish",0.5878,600,352,17.4,"8.102013",10,4.09293333333333
"885","conv","7352",10653,5,"spanish",3.50513333333333,600,352,17.4,"8.102013",10,4.09293333333333
"886","conv","7352",17553,6,"spanish",3.60966666666667,600,350,19.35,"8.102013",10,6.95466666666667
"887","play","7352",17553,6,"spanish",2.65666666666667,600,350,19.35,"8.102013",10,6.95466666666667
"888","ac","7352",17553,6,"spanish",0.688333333333333,600,350,19.35,"8.102013",10,6.95466666666667
"889","routines","7355",54727,10,"spanish",8.09241666666667,600,495,9.25,"9.122013",10,8.18876666666667
"890","ac","7355",54727,10,"spanish",0.09635,600,495,9.25,"9.122013",10,8.18876666666667
"891","ac","7355",16451,13,"spanish",9.92966666666667,600,447,10.2,"9.112013",10,9.92966666666667
"892","books","7355",44306,1,"spanish",4.92773333333333,600,1206,20.4,"9.112013",10,5.0738
"893","conv","7355",44306,1,"spanish",0.146066666666667,600,1206,20.4,"9.112013",10,5.0738
"894","conv","7355",32563,3,"spanish",1.29061666666667,600,676,14.5,"9.112013",10,1.82768333333334
"895","ac","7355",32563,3,"spanish",0.537066666666667,600,676,14.5,"9.112013",10,1.82768333333334
"896","routines","7355",49051,6,"spanish",2.9576,600,560,7.3,"9.122013",10,2.9576
"897","conv","7355",48285,8,"spanish",0.816233333333333,466,545,7.15,"9.122013",7.76666666666667,1.30871666666667
"898","ac","7355",48285,8,"spanish",0.492483333333333,466,545,7.15,"9.122013",7.76666666666667,1.30871666666667
"899","play","7363",32135,13,"spanish",0.8511,600,207,17.15,"8.292013",10,4.37221666666666
"900","ac","7363",32135,13,"spanish",0.702633333333333,600,207,17.15,"8.292013",10,4.37221666666666
"901","conv","7363",32135,13,"spanish",2.81848333333333,600,207,17.15,"8.292013",10,4.37221666666666
"902","food","7363",41435,32,"spanish",1.60243333333333,600,86,19.5,"8.292013",10,1.60243333333333
"903","ac","7363",30336,34,"spanish",1.8092,600,78,16.45,"8.292013",10,1.8092
"904","ac","7363",18603,35,"spanish",3.83845,600,77,17.35,"8.212013",10,3.83845
"905","ac","7363",156,8,"spanish",0.511333333333333,600,287,16.3,"8.202013",10,2.39666666666666
"906","play","7363",156,8,"spanish",1.88533333333333,600,287,16.3,"8.202013",10,2.39666666666666
"907","ac","7363",18003,10,"spanish",0.0596166666666667,600,259,17.25,"8.212013",10,2.10835
"908","routines","7363",18003,10,"spanish",2.04873333333333,600,259,17.25,"8.212013",10,2.10835
"909","play","7373",43870,1,"spanish",9.91733333333333,600,927,16.35,"8.292013",10,9.91733333333333
"910","books","7373",8548,2,"spanish",5.64161666666667,600,627,14.35,"8.222013",10,5.68351666666667
"911","ac","7373",8548,2,"spanish",0.0419,600,627,14.35,"8.222013",10,5.68351666666667
"912","books","7373",7948,3,"spanish",7.42668333333333,600,568,14.25,"8.222013",10,7.42668333333333
"913","ac","7373",20129,4,"spanish",2.04421666666667,600,483,21.2,"8.232013",10,7.50085
"914","play","7373",20129,4,"spanish",2.23298333333333,600,483,21.2,"8.232013",10,7.50085
"915","conv","7373",20129,4,"spanish",1.18565,600,483,21.2,"8.232013",10,7.50085
"916","routines","7373",20129,4,"spanish",2.038,600,483,21.2,"8.232013",10,7.50085
"917","play","7373",45970,6,"spanish",5.67126666666667,600,449,17.1,"8.292013",10,8.20085
"918","conv","7373",45970,6,"spanish",2.52958333333333,600,449,17.1,"8.292013",10,8.20085
"919","play","7373",44470,7,"spanish",9.87523333333333,600,349,16.45,"8.292013",10,9.87523333333333
"920","play","7409",30241,1,"spanish",8.88275,600,474,8.5,"12.132013",10,8.90066666666667
"921","ac","7409",30241,1,"spanish",0.0179166666666667,600,474,8.5,"12.132013",10,8.90066666666667
"922","conv","7409",28141,3,"spanish",2.12198333333333,600,336,8.15,"12.132013",10,9.24738333333333
"923","play","7409",28141,3,"spanish",6.38391666666667,600,336,8.15,"12.132013",10,9.24738333333333
"924","ac","7409",28141,3,"spanish",0.741483333333333,600,336,8.15,"12.132013",10,9.24738333333333
"925","routines","7409",48841,4,"spanish",5.30135,600,317,14,"12.132013",10,9.15511666666667
"926","ac","7409",48841,4,"spanish",3.85376666666667,600,317,14,"12.132013",10,9.15511666666667
"927","ac","7409",56641,5,"spanish",1.83486666666667,600,270,16.1,"12.132013",10,6.44786666666667
"928","conv","7409",56641,5,"spanish",4.613,600,270,16.1,"12.132013",10,6.44786666666667
"929","ac","7409",51541,6,"spanish",5.52136666666667,600,259,14.45,"12.132013",10,7.52328333333334
"930","play","7409",51541,6,"spanish",2.00191666666667,600,259,14.45,"12.132013",10,7.52328333333334
"931","ac","7409",25228,7,"spanish",2.54926666666667,600,251,18.5,"12.122013",10,8.3472
"932","play","7409",25228,7,"spanish",5.79793333333333,600,251,18.5,"12.122013",10,8.3472
"933","conv","7412",3633,10,"spanish",10,600,987,13,"10.282013",10,10
"934","routines","7412",9033,11,"spanish",4.14571666666667,600,980,14.3,"10.282013",10,9.75005
"935","play","7412",9033,11,"spanish",1.9597,600,980,14.3,"10.282013",10,9.75005
"936","ac","7412",9033,11,"spanish",3.64463333333333,600,980,14.3,"10.282013",10,9.75005
"937","ac","7412",4233,13,"spanish",8.44441666666667,600,873,13.1,"10.282013",10,9.94516666666667
"938","play","7412",4233,13,"spanish",1.50075,600,873,13.1,"10.282013",10,9.94516666666667
"939","conv","7412",5433,1,"spanish",9.99008333333333,600,1202,13.3,"10.282013",10,9.99008333333333
"940","play","7412",4833,3,"spanish",4.9614,600,1083,13.2,"10.282013",10,9.95683333333333
"941","conv","7412",4833,3,"spanish",4.99543333333333,600,1083,13.2,"10.282013",10,9.95683333333333
"942","routines","7412",6333,4,"spanish",10,600,1058,13.45,"10.282013",10,10
"943","food","7433",3831,11,"spanish",2.85153333333333,600,106,8.35,"12.182013",10,6.28931666666666
"944","ac","7433",3831,11,"spanish",3.43778333333333,600,106,8.35,"12.182013",10,6.28931666666666
"945","ac","7433",18204,12,"spanish",6.45381666666667,600,96,9,"12.192013",10,6.45381666666667
"946","ac","7433",18804,2,"spanish",4.234,600,247,9.1,"12.192013",10,5.55065
"947","food","7433",18804,2,"spanish",1.31665,600,247,9.1,"12.192013",10,5.55065
"948","ac","7433",5031,4,"spanish",4.72411666666667,600,217,8.55,"12.182013",10,5.85176666666667
"949","food","7433",5031,4,"spanish",1.12765,600,217,8.55,"12.182013",10,5.85176666666667
"950","ac","7433",8031,7,"spanish",0.542266666666667,600,188,9.45,"12.182013",10,4.91835
"951","food","7433",8031,7,"spanish",4.37608333333333,600,188,9.45,"12.182013",10,4.91835
"952","play","7433",531,8,"spanish",4.6392,600,180,7.4,"12.182013",10,4.6731
"953","ac","7433",531,8,"spanish",0.0339,600,180,7.4,"12.182013",10,4.6731
"954","conv","7446",39915,12,"spanish",0.630883333333333,600,198,11.1,"10.112013",10,9.79448333333333
"955","ac","7446",39915,12,"spanish",9.1636,600,198,11.1,"10.112013",10,9.79448333333333
"956","ac","7446",2999,13,"spanish",2.78356666666667,600,195,8.4,"10.082013",10,6.25423333333334
"957","food","7446",2999,13,"spanish",3.47066666666667,600,195,8.4,"10.082013",10,6.25423333333334
"958","ac","7446",30315,2,"spanish",7.36636666666667,600,446,8.3,"10.112013",10,8.9908
"959","food","7446",30315,2,"spanish",1.62443333333333,600,446,8.3,"10.112013",10,8.9908
"960","conv","7446",31815,4,"spanish",9.03523333333333,600,347,8.55,"10.112013",10,9.36971666666666
"961","ac","7446",31815,4,"spanish",0.334483333333333,600,347,8.55,"10.112013",10,9.36971666666666
"962","ac","7446",5668,6,"spanish",1.2412,600,325,9.45,"10.082013",10,6.48843333333334
"963","conv","7446",5668,6,"spanish",1.33461666666667,600,325,9.45,"10.082013",10,6.48843333333334
"964","play","7446",5668,6,"spanish",0.734816666666667,600,325,9.45,"10.082013",10,6.48843333333334
"965","food","7446",5668,6,"spanish",3.1778,600,325,9.45,"10.082013",10,6.48843333333334
"966","food","7446",56663,9,"spanish",4.78611666666667,600,276,16.2,"10.112013",10,6.87293333333334
"967","routines","7446",56663,9,"spanish",2.08681666666667,600,276,16.2,"10.112013",10,6.87293333333334
"968","ac","7448",6293,10,"spanish",3.39848333333333,600,146,17.1,"11.222013",10,3.39848333333333
"969","conv","7448",2393,13,"spanish",1.14695,600,95,16.05,"11.222013",10,5.7268
"970","ac","7448",2393,13,"spanish",4.57985,600,95,16.05,"11.222013",10,5.7268
"971","ac","7448",7434,5,"spanish",1.52921666666667,425,185,15.45,"11.292013",7.08333333333333,2.6784
"972","books","7448",7434,5,"spanish",1.14918333333333,425,185,15.45,"11.292013",7.08333333333333,2.6784
"973","ac","7448",13419,6,"spanish",3.14596666666667,600,171,11.25,"11.302013",10,3.14596666666667
"974","ac","7448",17341,7,"spanish",0.429366666666667,388,171,16.25,"11.302013",6.46666666666667,3.83411666666667
"975","conv","7448",17341,7,"spanish",3.40475,388,171,16.25,"11.302013",6.46666666666667,3.83411666666667
"976","conv","7448",19772,9,"spanish",1.98358333333333,600,149,10.5,"12.022013",10,6.31158333333333
"977","ac","7448",19772,9,"spanish",4.328,600,149,10.5,"12.022013",10,6.31158333333333
"978","routines","7473",0,11,"spanish",3.2405,434,354,10.45,"9.202013",7.23333333333333,6.12933333333333
"979","conv","7473",0,11,"spanish",2.88883333333333,434,354,10.45,"9.202013",7.23333333333333,6.12933333333333
"980","books","7473",34976,1,"spanish",9.60868333333333,600,1084,13.5,"9.242013",10,9.60868333333333
"981","play","7473",43787,2,"spanish",9.81013333333333,600,781,9.1,"9.252013",10,9.81013333333333
"982","books","7473",35576,5,"spanish",6.26991666666667,600,718,14,"9.242013",10,9.0029
"983","conv","7473",35576,5,"spanish",1.70358333333333,600,718,14,"9.242013",10,9.0029
"984","ac","7473",35576,5,"spanish",1.0294,600,718,14,"9.242013",10,9.0029
"985","food","7473",1034,6,"spanish",9.71556666666667,600,707,11.05,"9.202013",10,9.71556666666667
"986","food","7473",16376,7,"spanish",8.5444,600,665,8.4,"9.242013",10,8.55736666666667
"987","ac","7473",16376,7,"spanish",0.0129666666666667,600,665,8.4,"9.242013",10,8.55736666666667
"988","ac","7480",4208,12,"spanish",9.60201666666667,600,274,9.55,"11.122013",10,9.60201666666667
"989","food","7480",21908,13,"spanish",1.50855,600,238,14.5,"11.122013",10,6.42063333333333
"990","ac","7480",21908,13,"spanish",0.0136333333333333,600,238,14.5,"11.122013",10,6.42063333333333
"991","conv","7480",21908,13,"spanish",0.6088,600,238,14.5,"11.122013",10,6.42063333333333
"992","play","7480",21908,13,"spanish",4.28965,600,238,14.5,"11.122013",10,6.42063333333333
"993","books","7480",20708,1,"spanish",6.48131666666667,600,1001,14.3,"11.122013",10,6.59186666666667
"994","ac","7480",20708,1,"spanish",0.11055,600,1001,14.3,"11.122013",10,6.59186666666667
"995","play","7480",35268,5,"spanish",8.08608333333333,600,645,11.1,"11.132013",10,9.59585
"996","ac","7480",35268,5,"spanish",1.50976666666667,600,645,11.1,"11.132013",10,9.59585
"997","play","7480",8708,8,"spanish",2.5732,600,319,11.1,"11.122013",10,9.02251666666667
"998","ac","7480",8708,8,"spanish",6.44931666666667,600,319,11.1,"11.122013",10,9.02251666666667
"999","routines","7480",8,10,"spanish",2.17483333333333,600,285,8.45,"11.122013",10,7.47703333333333
"1000","ac","7480",8,10,"spanish",5.3022,600,285,8.45,"11.122013",10,7.47703333333333
"1001","play","7499",54981,1,"spanish",8.36653333333333,600,691,14.25,"3.102014",10,8.36653333333333
"1002","play","7499",156,2,"spanish",9.93066666666667,600,615,9.25,"2.282014",10,9.93066666666667
"1003","ac","7499",34881,3,"spanish",0.2309,600,552,8.5,"3.102014",10,9.0242
"1004","routines","7499",34881,3,"spanish",1.30588333333333,600,552,8.5,"3.102014",10,9.0242
"1005","play","7499",34881,3,"spanish",7.48741666666667,600,552,8.5,"3.102014",10,9.0242
"1006","ac","7499",49581,4,"spanish",5.30151666666667,600,451,12.55,"3.102014",10,6.5315
"1007","conv","7499",49581,4,"spanish",1.22998333333333,600,451,12.55,"3.102014",10,6.5315
"1008","conv","7499",1656,5,"spanish",7.90711666666667,600,444,9.5,"2.282014",10,8.32458333333334
"1009","routines","7499",1656,5,"spanish",0.417466666666667,600,444,9.5,"2.282014",10,8.32458333333334
"1010","food","7499",47781,6,"spanish",9.5485,600,381,12.25,"3.102014",10,9.5485
"1011","routines","7508",1377,13,"spanish",2.56563333333333,600,344,12.1,"1.182014",10,2.84468333333333
"1012","conv","7508",1377,13,"spanish",0.14485,600,344,12.1,"1.182014",10,2.84468333333333
"1013","ac","7508",1377,13,"spanish",0.1342,600,344,12.1,"1.182014",10,2.84468333333333
"1014","routines","7508",25918,15,"spanish",0.326933333333333,441,318,9.15,"1.242014",7.35,2.97986666666667
"1015","conv","7508",25918,15,"spanish",0.669833333333333,441,318,9.15,"1.242014",7.35,2.97986666666667
"1016","ac","7508",25918,15,"spanish",1.9831,441,318,9.15,"1.242014",7.35,2.97986666666667
"1017","ac","7508",2877,17,"spanish",5.92556666666667,600,309,12.35,"1.182014",10,5.92556666666667
"1018","ac","7508",17460,18,"spanish",4.4392,600,295,11.25,"1.212014",10,4.4392
"1019","play","7508",55600,19,"spanish",0.1404,600,292,20.3,"1.282014",10,5.31851666666667
"1020","ac","7508",55600,19,"spanish",5.17811666666667,600,292,20.3,"1.282014",10,5.31851666666667
"1021","play","7508",15360,20,"spanish",4.14058333333333,600,286,10.5,"1.212014",10,4.51296666666666
"1022","conv","7508",15360,20,"spanish",0.372383333333333,600,286,10.5,"1.212014",10,4.51296666666666
"1023","food","7550",17808,1,"spanish",4.68643333333333,600,448,13.45,"3.132014",10,9.81961666666666
"1024","ac","7550",17808,1,"spanish",1.28888333333333,600,448,13.45,"3.132014",10,9.81961666666666
"1025","conv","7550",17808,1,"spanish",2.43101666666667,600,448,13.45,"3.132014",10,9.81961666666666
"1026","books","7550",17808,1,"spanish",1.41328333333333,600,448,13.45,"3.132014",10,9.81961666666666
"1027","food","7550",1908,2,"spanish",9.78355,600,378,9.2,"3.132014",10,9.78355
"1028","ac","7550",3408,3,"spanish",0.96935,600,335,9.45,"3.132014",10,7.05325
"1029","conv","7550",3408,3,"spanish",0.5163,600,335,9.45,"3.132014",10,7.05325
"1030","play","7550",3408,3,"spanish",5.5676,600,335,9.45,"3.132014",10,7.05325
"1031","routines","7550",2808,4,"spanish",5.3255,600,325,9.35,"3.132014",10,9.41376666666667
"1032","play","7550",2808,4,"spanish",4.08826666666667,600,325,9.35,"3.132014",10,9.41376666666667
"1033","ac","7550",5808,5,"spanish",0.2842,600,315,10.25,"3.132014",10,6.96866666666666
"1034","conv","7550",5808,5,"spanish",2.63258333333333,600,315,10.25,"3.132014",10,6.96866666666666
"1035","routines","7550",5808,5,"spanish",4.05188333333333,600,315,10.25,"3.132014",10,6.96866666666666
"1036","conv","7550",7308,6,"spanish",2.05131666666667,600,308,10.5,"3.132014",10,8.22348333333334
"1037","routines","7550",7308,6,"spanish",1.94543333333333,600,308,10.5,"3.132014",10,8.22348333333334
"1038","food","7550",7308,6,"spanish",2.75791666666667,600,308,10.5,"3.132014",10,8.22348333333334
"1039","ac","7550",7308,6,"spanish",1.46881666666667,600,308,10.5,"3.132014",10,8.22348333333334
"1040","play","7552",33349,1,"spanish",1.97483333333333,600,1192,10.1,"1.302014",10,9.97283333333333
"1041","ac","7552",33349,1,"spanish",7.998,600,1192,10.1,"1.302014",10,9.97283333333333
"1042","routines","7552",48049,2,"spanish",5.89605,600,1039,14.15,"1.302014",10,9.55586666666667
"1043","conv","7552",48049,2,"spanish",0.50725,600,1039,14.15,"1.302014",10,9.55586666666667
"1044","play","7552",48049,2,"spanish",3.15256666666667,600,1039,14.15,"1.302014",10,9.55586666666667
"1045","ac","7552",32149,4,"spanish",7.59291666666667,600,906,9.5,"1.302014",10,8.95091666666667
"1046","food","7552",32149,4,"spanish",1.358,600,906,9.5,"1.302014",10,8.95091666666667
"1047","food","7552",31549,5,"spanish",9.43448333333333,600,899,9.4,"1.302014",10,9.43448333333333
"1048","conv","7552",53789,6,"spanish",2.81555,600,883,19.2,"1.302014",10,3.1049
"1049","ac","7552",53789,6,"spanish",0.28935,600,883,19.2,"1.302014",10,3.1049
"1050","food","7552",32749,7,"spanish",9.99138333333333,600,799,10,"1.302014",10,9.99138333333333
"1051","conv","7574",2917,1,"spanish",0.578533333333333,600,740,16.1,"2.182014",10,9.44613333333333
"1052","books","7574",2917,1,"spanish",8.8676,600,740,16.1,"2.182014",10,9.44613333333333
"1053","ac","7574",48555,2,"spanish",0.432966666666667,600,644,16.45,"2.202014",10,5.48765
"1054","conv","7574",48555,2,"spanish",3.0291,600,644,16.45,"2.202014",10,5.48765
"1055","routines","7574",48555,2,"spanish",1.60425,600,644,16.45,"2.202014",10,5.48765
"1056","food","7574",48555,2,"spanish",0.421333333333333,600,644,16.45,"2.202014",10,5.48765
"1057","ac","7574",8017,3,"spanish",4.32941666666667,600,594,17.35,"2.182014",10,8.12946666666667
"1058","conv","7574",8017,3,"spanish",3.80005,600,594,17.35,"2.182014",10,8.12946666666667
"1059","food","7574",47955,4,"spanish",1.69603333333333,600,557,16.35,"2.202014",10,6.42948333333333
"1060","conv","7574",47955,4,"spanish",0.29685,600,557,16.35,"2.202014",10,6.42948333333333
"1061","routines","7574",47955,4,"spanish",0.945716666666667,600,557,16.35,"2.202014",10,6.42948333333333
"1062","ac","7574",47955,4,"spanish",3.49088333333333,600,557,16.35,"2.202014",10,6.42948333333333
"1063","food","7574",8917,5,"spanish",5.02286666666667,600,511,17.5,"2.182014",10,5.02286666666667
"1064","conv","7574",56955,7,"spanish",8.7832,600,485,19.05,"2.202014",10,8.7832
"1065","books","7579",18684,1,"spanish",7.1768,600,1010,11.25,"2.282014",10,7.25863333333333
"1066","routines","7579",18684,1,"spanish",0.0818333333333333,600,1010,11.25,"2.282014",10,7.25863333333333
"1067","routines","7579",1220,2,"spanish",5.59106666666667,600,881,10,"2.192014",10,8.8622
"1068","ac","7579",1220,2,"spanish",3.27113333333333,600,881,10,"2.192014",10,8.8622
"1069","ac","7579",10692,3,"spanish",3.1386,600,684,14.1,"2.192014",10,9.34545
"1070","conv","7579",10692,3,"spanish",0.939166666666667,600,684,14.1,"2.192014",10,9.34545
"1071","routines","7579",10692,3,"spanish",5.26768333333333,600,684,14.1,"2.192014",10,9.34545
"1072","ac","7579",8342,4,"spanish",8.96928333333333,550,665,13.3,"2.192014",9.16666666666667,8.96928333333333
"1073","ac","7579",9192,5,"spanish",6.62331666666667,600,603,13.45,"2.192014",10,8.74166666666667
"1074","conv","7579",9192,5,"spanish",1.24541666666667,600,603,13.45,"2.192014",10,8.74166666666667
"1075","play","7579",9192,5,"spanish",0.872933333333333,600,603,13.45,"2.192014",10,8.74166666666667
"1076","ac","7579",1820,6,"spanish",1.99221666666667,600,512,10.1,"2.192014",10,1.99221666666667
"1077","ac","7580",51627,13,"spanish",1.51236666666667,600,258,14.15,"1.302014",10,5.90775
"1078","routines","7580",51627,13,"spanish",4.39538333333333,600,258,14.15,"1.302014",10,5.90775
"1079","ac","7580",39992,1,"spanish",0.138666666666667,600,662,18.1,"1.292014",10,7.50053333333334
"1080","books","7580",39992,1,"spanish",7.36186666666667,600,662,18.1,"1.292014",10,7.50053333333334
"1081","food","7580",38192,2,"spanish",2.5469,600,540,17.4,"1.292014",10,2.5469
"1082","conv","7580",49527,6,"spanish",0.848383333333333,600,305,13.4,"1.302014",10,1.02181666666667
"1083","ac","7580",49527,6,"spanish",0.173433333333333,600,305,13.4,"1.302014",10,1.02181666666667
"1084","routines","7580",10089,8,"spanish",3.2816,600,290,13.1,"1.272014",10,6.68705
"1085","play","7580",10089,8,"spanish",2.50211666666667,600,290,13.1,"1.272014",10,6.68705
"1086","ac","7580",10089,8,"spanish",0.903333333333333,600,290,13.1,"1.272014",10,6.68705
"1087","ac","7580",35192,9,"spanish",4.93518333333333,600,290,16.5,"1.292014",10,4.93518333333333
"1088","ac","7621",56347,12,"spanish",4.65771666666667,600,486,12.05,"5.302014",10,8.12863333333333
"1089","play","7621",56347,12,"spanish",2.08843333333333,600,486,12.05,"5.302014",10,8.12863333333333
"1090","food","7621",56347,12,"spanish",1.38248333333333,600,486,12.05,"5.302014",10,8.12863333333333
"1091","ac","7621",301,3,"spanish",0.737566666666667,600,734,17.4,"5.282014",10,7.78530000000001
"1092","conv","7621",301,3,"spanish",5.17966666666667,600,734,17.4,"5.282014",10,7.78530000000001
"1093","play","7621",301,3,"spanish",1.86806666666667,600,734,17.4,"5.282014",10,7.78530000000001
"1094","conv","7621",41947,5,"spanish",0.704766666666667,600,597,8.05,"5.302014",10,7.33556666666667
"1095","ac","7621",41947,5,"spanish",6.6308,600,597,8.05,"5.302014",10,7.33556666666667
"1096","food","7621",41047,6,"spanish",4.32103333333333,600,509,7.5,"5.302014",10,4.85821666666666
"1097","ac","7621",41047,6,"spanish",0.537183333333333,600,509,7.5,"5.302014",10,4.85821666666666
"1098","ac","7621",48847,8,"spanish",7.61925,600,504,10,"5.302014",10,7.61925
"1099","ac","7621",40147,9,"spanish",5.83281666666667,600,503,7.35,"5.302014",10,9.07213333333334
"1100","conv","7621",40147,9,"spanish",0.361866666666667,600,503,7.35,"5.302014",10,9.07213333333334
"1101","play","7621",40147,9,"spanish",2.87745,600,503,7.35,"5.302014",10,9.07213333333334
"1102","ac","7660",4545,15,"spanish",7.17183333333333,600,197,9.45,"4.162014",10,7.17183333333333
"1103","conv","7660",2145,2,"spanish",4.5349,600,467,9.05,"4.162014",10,8.10613333333333
"1104","ac","7660",2145,2,"spanish",3.57123333333333,600,467,9.05,"4.162014",10,8.10613333333333
"1105","ac","7660",26669,3,"spanish",5.40285,600,401,11.25,"4.212014",10,5.40285
"1106","ac","7660",29297,4,"spanish",0.115466666666667,600,385,18.35,"4.212014",10,2.20373333333334
"1107","food","7660",29297,4,"spanish",0.9704,600,385,18.35,"4.212014",10,2.20373333333334
"1108","routines","7660",29297,4,"spanish",1.11786666666667,600,385,18.35,"4.212014",10,2.20373333333334
"1109","ac","7660",1545,5,"spanish",6.70161666666667,600,368,8.55,"4.162014",10,6.70161666666667
"1110","ac","7660",24269,7,"spanish",7.61865,600,220,10.45,"4.212014",10,7.61865
"1111","books","7692",3667,1,"spanish",7.08075,600,1091,13,"4.222014",10,7.12315
"1112","ac","7692",3667,1,"spanish",0.0424,600,1091,13,"4.222014",10,7.12315
"1113","conv","7692",13285,2,"spanish",2.1105,600,914,9.55,"4.242014",10,9.44975
"1114","routines","7692",13285,2,"spanish",7.33925,600,914,9.55,"4.242014",10,9.44975
